slug,name,thickness_pct,camber_pct,concave,max_gap_pct,gap_x
glennmartin4-il,Glenn Martin 4,15.49,7.67,no,0.06,0.900
goe765-il,Gottingen 765 airfoil (recovered). Thick: .144 LE radius: 0.02062 LE slope: 0.17300,14.40,1.90,no,0.00,0.000
griffith30symsuction-il,Griffith 30% Suction Airfoil,30.57,0.00,YES,3.11,0.861
hs1404-il,HAM-STD HS1-404 AIRFOIL,4.02,3.02,YES,1.74,0.480
hs1430-il,HAM-STD HS1-430 AIRFOIL,30.00,2.94,no,0.00,0.000
hs1606-il,HAM-STD HS1-606 AIRFOIL,6.01,4.24,YES,2.34,0.480
hs1620-il,HAM-STD HS1-620 AIRFOIL,20.02,4.10,no,0.01,0.260
hs1708-il,HAM-STD HS1-708 AIRFOIL,7.92,4.87,YES,2.35,0.460
hs1712-il,HAM-STD HS1-712 AIRFOIL,11.98,4.78,YES,0.88,0.680
tempest1-il,HAWKER TEMPEST 37.5% SEMISPAN AIRFOIL,14.50,1.04,no,0.00,0.996
tempest2-il,HAWKER TEMPEST 61% SEMISPAN AIRFOIL,12.00,0.94,no,0.00,0.996
tempest3-il,HAWKER TEMPEST 96.77% SEMISPAN AIRFOIL,10.00,1.03,no,0.00,0.000
hobie-il,HOBIE,8.49,3.96,YES,1.60,0.600
hobiesm-il,HOBIESMO1.DAT,8.57,3.98,YES,1.61,0.600
hq17-il,HORSTMANN AND QUAST HQ-17/14.38 AIRFOIL (MEASURED),15.22,4.51,YES,1.13,0.889
hq300gd2-il,HORSTMANN AND QUAST HQ-300 GD(MOD 2) AIRFOIL,16.57,3.75,YES,1.51,0.902
hq010-il,HQ 0/10 AIRFOIL,10.00,0.00,no,0.21,0.854
hq07-il,HQ 0/7 AIRFOIL,7.00,0.00,no,0.15,0.854
hq09-il,HQ 0/9 AIRFOIL,8.11,0.00,no,0.17,0.854
hq1010-il,HQ 1.0/10 AIRFOIL,9.96,1.00,YES,0.40,0.825
hq1012-il,HQ 1.0/12 AIRFOIL,11.96,1.00,YES,0.44,0.850
hq108-il,HQ 1.0/8 AIRFOIL,7.97,1.00,YES,0.37,0.825
hq109-il,HQ 1.0/9 AIRFOIL,8.98,1.00,YES,0.38,0.850
hq1510-il,HQ 1.5/10 AIRFOIL,9.96,1.50,YES,0.53,0.825
hq1511-il,HQ 1.5/11 AIRFOIL,11.00,1.50,YES,0.55,0.830
hq1512-il,HQ 1.5/12 AIRFOIL,11.96,1.50,YES,0.56,0.825
hq158-il,HQ 1.5/8 AIRFOIL,7.96,1.49,YES,0.51,0.825
hq1585-il,HQ 1.5/8.5 AIRFOIL,8.56,1.50,YES,0.60,0.800
hq159-il,HQ 1.5/9 AIRFOIL,8.97,1.50,YES,0.52,0.825
hq159b-il,HQ 1.5/9 B AIRFOIL,8.95,1.50,YES,0.52,0.804
hq2010-il,HQ 2.0/10 AIRFOIL,9.97,2.00,YES,0.67,0.825
hq2012-il,HQ 2.0/12 AIRFOIL,11.97,1.99,YES,0.70,0.825
hq208-il,HQ 2.0/8 AIRFOIL,7.98,1.99,YES,0.67,0.800
hq209-il,HQ 2.0/9 AIRFOIL,8.97,1.99,YES,0.67,0.825
hq2195-il,HQ 2.1/9.5 AIRFOIL,9.49,2.10,YES,0.77,0.850
hq2510-il,HQ 2.5/10 AIRFOIL,9.96,2.50,YES,0.83,0.800
hq2511-il,HQ 2.5/11 AIRFOIL,11.00,2.50,YES,0.83,0.830
hq2512-il,HQ 2.5/12 AIRFOIL,11.96,2.50,YES,0.84,0.825
hq258-il,HQ 2.5/8 AIRFOIL,7.97,2.50,YES,0.84,0.800
hq259-il,HQ 2.5/9 AIRFOIL,8.97,2.50,YES,0.83,0.800
hq259b-il,HQ 2.5/9 B AIRFOIL,9.03,2.53,YES,0.92,0.800
hq2590sm-il,HQ 2.5/9.0 smoothed by Eppler,9.03,2.53,YES,0.92,0.800
hq3010-il,HQ 3.0/10 AIRFOIL,9.98,2.99,YES,1.02,0.800
hq3011-il,HQ 3.0/11 AIRFOIL,10.98,2.99,YES,0.86,0.850
hq3012-il,HQ 3.0/12 AIRFOIL,11.98,2.99,YES,1.01,0.800
hq3013-il,HQ 3.0/13 AIRFOIL,12.99,3.00,YES,1.00,0.825
hq3014-il,HQ 3.0/14 AIRFOIL,13.99,2.99,YES,1.01,0.825
hq3015-il,HQ 3.0/15 AIRFOIL,14.98,2.99,YES,1.02,0.825
hq308-il,HQ 3.0/8 AIRFOIL,7.98,2.99,YES,1.04,0.800
hq309-il,HQ 3.0/9 AIRFOIL,8.98,2.99,YES,1.02,0.800
hq3510-il,HQ 3.5/10 AIRFOIL,9.96,3.50,YES,1.19,0.800
hq3512-il,HQ 3.5/12 AIRFOIL,11.96,3.50,YES,1.18,0.800
hq3513-il,HQ 3.5/13 AIRFOIL,13.00,3.50,YES,1.17,0.800
hq3514-il,HQ 3.5/14 AIRFOIL,14.00,3.50,YES,1.19,0.800
hq3518-il,HQ 3.5/18 AIRFOIL,18.00,3.50,YES,1.18,0.800
hq358-il,HQ 3.5/8 AIRFOIL,7.97,3.50,YES,1.24,0.800
hq359-il,HQ 3.5/9 AIRFOIL,8.97,3.50,YES,1.22,0.800
hq2090sm-il,HQ-2.0/9  9.0%   smoothed,8.97,1.99,YES,0.66,0.800
hsnlf213-il,HSNLF(1)-0213 AIRFOIL,13.25,1.37,YES,0.59,0.825
ht05-il,HT05,4.81,0.00,YES,0.54,0.630
ht08-il,HT08,5.00,0.07,no,0.00,0.000
ht12-il,HT12,5.02,0.00,no,0.05,0.483
ht22-il,HT22,5.08,1.07,no,0.00,0.932
ht23-il,HT23,6.51,1.08,no,0.01,0.894
hh02-il,HUGHES HELICOPTERS HH-02 AIRFOIL,9.57,2.02,YES,0.71,0.700
isa571-il,I.S.A. 571,7.37,4.33,YES,0.70,0.400
isa960-il,I.S.A. 960,9.46,5.71,YES,1.15,0.500
isa961-il,I.S.A. 961,9.27,5.67,YES,1.22,0.400
isa962-il,I.S.A. 962,9.58,5.93,YES,1.44,0.400
j5012-il,J5012   12%,12.00,0.00,no,0.00,0.997
jn153-il,JN-153 AIRFOIL,17.57,8.35,YES,2.32,0.698
joukowsk0015-jf,Joukovsky f=0% t=15%,14.99,0.00,YES,0.50,0.863
joukowsk0018-jf,Joukovsky f=0% t=18%,17.98,0.00,YES,0.60,0.862
joukowsk0021-jf,Joukovsky f=0% t=21%,21.00,0.00,YES,0.70,0.861
joukowsk0009-jf,Joukovsky f=0% t=9%,9.00,0.00,no,0.30,0.865
k3311-il,K3311  (original),11.00,3.25,YES,0.48,0.750
k3311sm-il,K3311 (smoothed),11.03,3.23,YES,0.47,0.756
kc135b-il,KC-135 BL124.32 AIRFOIL,12.98,1.57,no,0.00,0.700
kc135c-il,KC-135 BL200.76 AIRFOIL,10.59,1.66,no,0.00,0.850
kc135d-il,KC-135 BL351.6 AIRFOIL,8.99,2.00,no,0.00,0.850
kc135a-il,KC-135 BL52.44 AIRFOIL,15.49,1.58,no,0.00,0.750
kc135winglet-il,KC-135 Winglet (supercritical Whitcomb),7.96,2.41,YES,1.57,0.850
kenmar-il,KENNEDY AND MARSDEN AIRFOIL,27.92,7.70,YES,3.74,0.842
la2573a-il,LA2573A,13.70,3.19,no,0.08,0.938
lds2-il,LDS-2 AIRFOIL,11.97,2.16,no,0.01,0.651
l1003-il,LIEBECK L1003 AIRFOIL,17.69,6.53,YES,1.32,0.350
la5055-il,LIEBECK LA5055 AIRFOIL,15.93,5.93,YES,0.43,0.450
l7769-il,LISSAMAN 7769 AIRFOIL,10.98,4.43,YES,0.68,0.300
lnv109a-il,LNV109A,12.99,5.97,YES,2.37,0.460
c141a-il,LOCKHEED C-141 BL0 AIRFOIL,12.99,1.09,no,0.00,0.990
c141b-il,LOCKHEED C-141 BL113.6 AIRFOIL,12.64,1.12,no,0.00,0.990
c141c-il,LOCKHEED C-141 BL426.57 AIRFOIL,10.99,1.32,no,0.00,0.990
c141d-il,LOCKHEED C-141 BL610.61 AIRFOIL,10.77,1.54,no,0.00,0.978
c141e-il,LOCKHEED C-141 BL761.11 AIRFOIL,10.51,1.80,no,0.00,0.000
c141f-il,LOCKHEED C-141 BL958.89 AIRFOIL,10.00,2.32,no,0.01,0.222
c5a-il,LOCKHEED C-5A BL0 AIRFOIL,13.12,0.73,no,0.25,0.900
c5e-il,LOCKHEED C-5A BL1256 AIRFOIL,10.78,1.43,YES,0.36,0.900
c5b-il,LOCKHEED C-5A BL488.2 AIRFOIL,11.55,1.22,no,0.06,0.900
c5c-il,LOCKHEED C-5A BL576 AIRFOIL,11.10,1.40,no,0.01,0.800
c5d-il,LOCKHEED C-5A BL758.6 AIRFOIL,11.05,1.35,no,0.06,0.900
l188root-il,LOCKHEED L-188 ROOT AIRFOIL,13.99,2.00,no,0.21,0.808
l188tip-il,LOCKHEED L-188 TIP AIRFOIL,11.99,2.66,no,0.25,0.808
lg10sc-il,LOCKHEED-GEORGIA SUPERCRITICAL AIRFOIL,10.00,1.47,no,0.00,0.000
lwk79100-il,LWK 79-100,9.99,0.00,YES,0.36,0.750
lwk80080-il,LWK 80-080,8.06,0.00,no,0.19,0.876
lwk80100-il,LWK 80-100,10.06,0.00,no,0.26,0.876
lwk80120k25-il,LWK 80-120/K25,12.06,0.00,YES,0.33,0.876
lwk80150k25-il,LWK 80-150/K25,15.04,0.00,YES,0.53,0.876
m665-il,M6 (65%),7.81,1.44,no,0.00,0.000
m685-il,M6 (85%),10.21,1.88,no,0.00,0.000
ma409-il,MA409 (original) (modified line 7),6.79,4.31,YES,1.54,0.600
ma409sm-il,MA409 (smoothed),6.69,3.33,YES,1.53,0.569
marske5-il,MARSKE MONARCH AIRFOIL (NACA 43012A),12.22,3.38,no,0.00,0.000
marske2-il,MARSKE PIONEER IA AIRFOIL (NACA 23112/43012A HYBRID),12.05,2.69,no,0.00,0.000
marske3-il,MARSKE PIONEER IID ROOT AIRFOIL (NACA 431012A/24112 HYBRID),12.06,2.76,no,0.01,0.250
marske4-il,MARSKE PIONEER IID TIP AIRFOIL (NACA 431012A*.833 HYBRID),10.19,2.81,no,0.00,0.000
marske1-il,MARSKE XM-1D AIRFOIL (F14-3.0),14.00,3.03,no,0.00,0.399
mb253515sm-il,MB253515 15.0% smoothed,14.96,2.43,no,0.01,0.900
mh102-il,MH 102  16.99%,16.97,3.00,YES,0.37,0.795
mh104-il,MH 104  15.28%,15.26,2.00,no,0.01,0.986
mh106-il,MH 106  13.07%,13.06,1.01,no,0.00,0.986
mh108-il,MH 108  11.98%,11.96,1.12,no,0.01,0.987
mh110-il,MH 110  10.01%,9.98,1.14,no,0.00,0.987
mh112-il,MH 112  Airfoil,16.29,7.34,YES,2.61,0.716
mh113-il,MH 113  14.62%,14.67,6.87,YES,2.50,0.722
mh114-il,MH 114  13.02%,13.06,6.58,YES,2.50,0.726
mh115-il,MH 115  11.06%,11.08,5.57,YES,2.14,0.685
mh116-il,MH 116  9.84%,9.85,4.08,YES,1.12,0.703
mh117-il,MH 117  9.8%,9.79,2.73,YES,0.53,0.761
mh120-il,MH 120  11.57%,11.57,2.60,no,0.00,0.769
mh121-il,MH 121  8.76%,8.75,3.02,YES,1.27,0.798
mh122-il,MH 122  9.32%,9.32,3.50,YES,1.40,0.795
mh150-il,MH 150  23.89%,23.95,5.37,YES,3.39,0.846
mh18-il,MH 18  11.16%,11.14,2.82,no,0.01,0.997
mh20-il,MH 20  9.01%,9.00,2.04,no,0.01,0.987
mh200-il,MH 200  12.97%,12.94,2.11,YES,0.80,0.875
mh201-il,MH 201  13.08%,13.07,2.60,YES,1.18,0.870
mh22-il,MH 22  7.2%,7.20,1.81,no,0.01,0.987
mh23-il,MH 23  8%,7.98,1.28,no,0.04,0.987
mh24-il,MH 24  9.01%,9.00,1.31,no,0.09,0.969
mh25-il,MH 25  9.98%,9.98,1.47,no,0.10,0.968
mh26-il,MH 26  10.99%,10.97,1.52,no,0.08,0.985
mh27-il,MH 27  11.99%,11.98,1.51,no,0.09,0.984
mh30-il,MH 30  7.84%,7.84,1.75,no,0.17,0.816
mh32-il,MH 32  8.7%,8.70,2.40,no,0.29,0.812
mh38-il,MH 38  9.68%,9.69,3.91,YES,1.00,0.710
mh42-il,MH 42  8.94%,8.94,1.89,no,0.06,0.857
mh43-il,MH 43  8.5%,8.49,1.78,no,0.09,0.858
mh44-il,MH 44  9.66%,9.66,1.54,no,0.00,0.997
mh45-il,MH 45  9.85%,9.85,1.71,no,0.00,0.731
mh46-il,MH 46  9.1%,9.10,1.53,no,0.00,0.632
mh60-il,MH 60  10.08%,10.08,1.82,no,0.00,0.777
mh61-il,MH 61  10.26%,10.23,1.52,no,0.00,0.000
mh62-il,MH 62  9.3%,9.29,1.64,no,0.03,0.777
mh64-il,MH 64  8.59%,8.58,1.49,no,0.07,0.777
mh70-il,MH 70  11.08%,11.08,3.08,no,0.21,0.850
mh78-il,MH 78  14.47%,14.45,2.68,no,0.09,0.970
mh80-il,MH 80  12.72%,12.70,3.00,no,0.07,0.971
mh81-il,MH 81  13%,12.99,3.52,no,0.07,0.949
mh82-il,MH 82  13.31%,13.30,4.01,no,0.08,0.948
mh83-il,MH 83  13.29%,13.30,5.12,YES,1.38,0.653
mh84-il,MH 84  13.69%,13.72,4.76,YES,1.71,0.648
mh91-il,MH 91  14.98%,14.96,1.68,no,0.14,0.946
mh92-il,MH 92  15.49%,15.47,1.68,no,0.15,0.946
mh93-il,MH 93  15.98%,15.97,1.67,no,0.16,0.945
mh94-il,MH 94  16.03%,16.02,1.36,YES,0.61,0.872
mh95-il,MH 95  15.86%,15.84,1.45,YES,0.49,0.907
mh33-il,MH33,7.27,1.10,no,0.07,0.971
miley-il,MILEY M06-13-128,12.86,5.19,no,0.00,0.000
mrc-16-il,MRC-16,13.90,3.12,no,0.00,0.921
mrc-20-il,MRC-20,15.59,2.93,no,0.01,0.876
mue139-il,MUE 139,13.90,4.73,YES,0.73,0.500
marsden-il,Marsden,27.88,9.61,YES,3.73,0.842
n10-il,N-10,11.22,5.63,no,0.14,0.600
n11-il,N-11,10.94,5.81,YES,0.60,0.600
n12-il,N-12,10.46,0.16,no,0.01,0.900
n13-il,N-13,11.80,0.11,no,0.00,0.950
n14-il,N-14,11.48,0.05,no,0.00,0.000
n22-il,N-22,12.37,6.24,YES,0.32,0.700
n24-il,N-24,17.02,8.61,YES,0.42,0.700
n9-il,N-9,8.46,4.23,no,0.12,0.600
naca0008-il,NACA 0008,8.00,0.00,no,0.00,1.000
naca000834-il,NACA 0008-34,8.00,0.00,no,0.00,1.000
naca0010-il,NACA 0010,10.00,0.00,no,0.00,0.000
naca001034-il,NACA 0010-34,10.00,0.00,no,0.00,0.000
naca001034a08cli02-il,NACA 0010-34 a=0.8 c(li)=0.2,10.00,1.33,no,0.00,0.000
naca001035-il,NACA 0010-35,10.00,0.00,no,0.00,0.000
naca001064-il,NACA 0010-64,10.00,0.00,no,0.00,0.000
naca001065-il,NACA 0010-65,10.00,0.00,no,0.00,0.000
naca001066-il,NACA 0010-66,10.00,0.00,no,0.00,1.000
n0012-il,NACA 0012 AIRFOILS,12.00,0.00,no,0.00,0.000
naca001234-il,NACA 0012-34,12.00,0.00,no,0.00,0.000
naca001264-il,NACA 0012-64,12.00,0.00,no,0.00,0.000
naca001264a08cli02-il,NACA 0012-64 a=0.8 c(li)=0.2,10.96,1.83,no,0.01,0.301
naca0015-il,NACA 0015,15.00,0.00,no,0.00,0.000
naca0018-il,NACA 0018,18.01,0.00,no,0.00,0.000
naca0021-il,NACA 0021,21.01,0.00,no,0.00,0.000
naca0024-il,NACA 0024,24.01,0.00,no,0.00,0.000
n1h15-il,NACA 1-H-15 AIRFOIL,14.72,5.50,no,0.06,0.300
n11h9-il,NACA 11-H-09 AIRFOIL,8.99,4.52,YES,0.84,0.252
naca1408-il,NACA 1408,8.00,1.00,no,0.00,0.000
naca1410-il,NACA 1410,10.00,0.97,no,0.00,0.000
naca1412-il,NACA 1412,12.00,1.00,no,0.00,0.000
naca16006-il,NACA 16-006,6.00,0.00,no,0.00,0.000
naca16012-il,NACA 16-012,12.00,0.00,no,0.00,0.000
naca16015-il,NACA 16-015,15.00,0.00,no,0.00,1.000
naca16018-il,NACA 16-018,18.00,0.00,no,0.00,0.000
naca16021-il,NACA 16-021,21.00,0.00,no,0.00,1.000
naca16009-il,NACA 16009,9.00,0.00,no,0.00,0.999
n2h15-il,NACA 2-H-15 AIRFOIL,14.72,4.50,no,0.13,0.800
naca2411-il,NACA 2.5411,11.01,2.50,no,0.01,0.793
naca22112-jf,NACA 22112,12.01,1.66,no,0.00,0.999
naca23012-il,NACA 23012  12%,12.00,1.83,no,0.00,0.997
naca23015-il,NACA 23015,15.01,1.84,no,0.00,0.000
naca23018-il,NACA 23018,18.02,1.84,no,0.00,1.000
naca23021-il,NACA 23021,21.01,1.85,no,0.00,1.000
naca23024-il,NACA 23024,23.99,1.91,no,0.00,0.000
naca23112-jf,NACA 23112,12.01,2.05,no,0.00,0.000
naca2408-il,NACA 2408,8.00,2.00,no,0.05,0.799
naca2410-il,NACA 2410,10.01,2.00,no,0.00,1.000
naca24112-jf,NACA 24112,12.01,2.43,no,0.00,0.000
naca2412-il,NACA 2412,12.00,2.00,no,0.00,0.000
n2414-il,NACA 2414,14.00,2.00,no,0.00,0.997
n2415-il,NACA 2415,15.00,2.00,no,0.00,0.997
naca2415-il,NACA 2415,15.00,2.00,no,0.00,0.000
naca2418-il,NACA 2418,18.00,2.00,no,0.00,0.000
naca2421-il,NACA 2421,21.00,2.00,no,0.00,1.000
naca2424-il,NACA 2424,24.00,2.00,no,0.00,0.000
naca25112-jf,NACA 25112,12.01,2.68,no,0.00,0.250
naca4412-il,NACA 4412,12.02,4.00,YES,0.46,0.700
naca4415-il,NACA 4415,14.99,4.01,no,0.13,0.750
naca4418-il,NACA 4418,18.02,4.00,no,0.05,0.800
naca4421-il,NACA 4421,21.03,4.00,no,0.01,0.700
naca4424-il,NACA 4424,24.02,4.00,no,0.00,0.000
n5h10-il,NACA 5-H-10 AIRFOIL,9.90,2.25,no,0.10,0.900
n5h15-il,NACA 5-H-15 AIRFOIL,15.42,2.92,no,0.00,0.950
n5h20-il,NACA 5-H-20 AIRFOIL,19.90,4.45,no,0.30,0.900
n6h10-il,NACA 6-H-10 AIRFOIL,10.02,4.51,YES,0.97,0.400
n6h15-il,NACA 6-H-15 AIRFOIL,15.58,4.51,no,0.06,0.200
n6h20-il,NACA 6-H-20 AIRFOIL,19.95,6.12,YES,0.44,0.500
naca633418-il,NACA 63,18.00,2.21,YES,1.30,0.854
n63215b-il,NACA 63(2)-215 MOD B,15.04,1.49,YES,0.81,0.875
naca632615-il,NACA 63(2)-615,15.00,3.31,YES,1.54,0.849
naca632a015-il,NACA 63(2)A-015,14.99,1.69,no,0.00,0.778
naca633018-il,NACA 63(3)-018,18.01,0.00,YES,0.65,0.876
naca633218-il,NACA 63(3)-218,18.00,1.14,YES,0.95,0.850
naca633618-il,NACA 63(3)-618,18.00,3.31,YES,1.67,0.849
naca634221-il,NACA 63(4)-221,21.00,1.10,YES,1.09,0.849
naca634421-il,NACA 63(4)-421,21.00,2.21,YES,1.44,0.849
n63015a-il,NACA 63-015A AIRFOIL,14.99,0.00,no,0.00,0.800
naca63206-il,NACA 63-206,6.00,1.10,YES,0.48,0.850
naca63209-il,NACA 63-209,9.00,1.10,YES,0.57,0.850
n63210-il,NACA 63-210 AIRFOIL,10.00,1.11,YES,0.60,0.850
n63212-il,NACA 63-212 AIRFOIL,12.00,1.10,YES,0.68,0.850
n63215-il,NACA 63-215 AIRFOIL,15.00,1.10,YES,0.81,0.850
n63412-il,NACA 63-412 AIRFOIL,12.00,2.20,YES,1.04,0.849
n63415-il,NACA 63-415 AIRFOIL,15.00,2.21,YES,1.15,0.849
n63012a-il,NACA 63012A AIRFOIL,11.99,0.00,no,0.00,0.900
n63010a-il,NACA 63A010 AIRFOIL,9.99,0.00,no,0.00,0.950
naca63a210-il,NACA 63A210,9.99,1.33,no,0.24,0.799
naca641112-il,NACA 64(1)-112,11.96,0.55,YES,0.48,0.900
n64212-il,NACA 64(1)-212,11.96,1.10,YES,0.62,0.850
n64212ma-il,NACA 64(1)-212 MOD A,11.96,2.45,YES,0.61,0.852
n64212mb-il,NACA 64(1)-212 MOD B,12.05,1.50,YES,0.62,0.850
naca642215-il,NACA 64(2)-215,14.96,1.10,YES,0.73,0.850
naca642415-il,NACA 64(2)-415,14.96,2.21,YES,1.06,0.849
naca643218-il,NACA 64(3)-218,17.95,1.10,YES,0.85,0.849
naca643418-il,NACA 64(3)-418,17.95,2.21,YES,1.18,0.849
naca643618-il,NACA 64(3)-618,17.95,3.31,YES,1.55,0.848
naca644221-il,NACA 64(4)-221,20.95,1.10,YES,0.97,0.849
naca644421-il,NACA 64(4)-421,20.95,2.21,YES,1.31,0.849
n64008a-il,NACA 64-008A AIRFOIL,8.00,0.00,no,0.00,0.950
n64012a-il,NACA 64-012A AIRFOIL,11.99,0.00,no,0.00,0.950
n64108-il,NACA 64-108 AIRFOIL,7.98,0.55,YES,0.34,0.900
n64110-il,NACA 64-110 AIRFOIL,9.98,0.55,YES,0.41,0.900
naca64206-il,NACA 64-206,5.99,1.10,YES,0.44,0.850
naca64208-il,NACA 64-208,7.98,1.10,YES,0.49,0.850
naca64209-il,NACA 64-209,8.98,1.10,YES,0.52,0.850
naca64210-il,NACA 64-210,9.98,1.10,YES,0.55,0.850
n64215-il,NACA 64-215 AIRFOIL,14.96,1.10,YES,0.73,0.850
naca6412-il,NACA 6412,12.04,6.00,YES,1.75,0.550
n64015-il,NACA 642-015 AIRFOIL,14.96,0.00,YES,0.45,0.900
n64015a-il,NACA 642-015A AIRFOIL,14.97,0.00,no,0.00,0.950
naca64a010-il,NACA 64A-010 10.0%,9.99,0.00,no,0.00,0.000
naca64a210-il,NACA 64A210,9.99,1.33,no,0.21,0.799
naca64a410-il,NACA 64A410,9.99,2.66,YES,0.62,0.798
naca651212-il,NACA 65(1)-212,11.99,1.10,YES,0.54,0.900
naca651212a06-il,NACA 65(1)-212 a=0.6,11.99,1.48,YES,0.31,0.900
naca651412-il,NACA 65(1)-412,11.99,2.21,YES,0.81,0.899
naca652215-il,NACA 65(2)-215,14.99,1.10,YES,0.64,0.900
naca652415-il,NACA 65(2)-415,14.99,2.20,YES,0.91,0.899
naca652415a05-il,NACA 65(2)-415 a=0.5,15.00,3.00,YES,0.36,0.899
naca653218-il,NACA 65(3)-218,18.00,1.10,YES,0.75,0.900
naca653618-il,NACA 65(3)-618,17.99,3.31,YES,1.33,0.848
naca654221-il,NACA 65(4)-221,21.00,1.10,YES,0.87,0.899
naca654421-il,NACA 65(4)-421,20.99,2.21,YES,1.14,0.899
naca654421a05-il,NACA 65(4)-421 a=0.5,20.99,3.00,YES,0.59,0.899
naca65206-il,NACA 65-206,6.00,1.10,YES,0.37,0.900
naca65209-il,NACA 65-209,8.99,1.10,YES,0.45,0.900
naca65210-il,NACA 65-210,9.99,1.10,YES,0.48,0.900
naca65410-il,NACA 65-410,9.99,2.21,YES,0.75,0.899
p51hroot-il,NACA 66,15.50,1.33,YES,0.39,0.925
p51htip-il,NACA 66,12.00,1.33,no,0.28,0.925
naca661212-il,NACA 66(1)-212,12.00,1.10,YES,0.47,0.900
naca662215-il,NACA 66(2)-215,14.99,1.10,YES,0.57,0.899
naca662415-il,NACA 66(2)-415,14.99,2.21,YES,0.79,0.899
naca663218-il,NACA 66(3)-218,18.00,1.10,YES,0.68,0.899
naca663418-il,NACA 66(3)-418,18.00,2.21,YES,0.91,0.899
naca664221-il,NACA 66(4)-221,21.00,1.10,YES,0.82,0.899
naca66-018-il,NACA 66-018,18.00,0.02,YES,0.49,0.900
n66021-il,NACA 66-021 AIRFOIL,21.00,0.00,YES,0.61,0.900
naca66206-il,NACA 66-206,6.00,1.10,YES,0.30,0.900
naca66209-il,NACA 66-209,9.00,1.10,YES,0.38,0.900
naca66210-il,NACA 66-210,10.00,1.10,YES,0.40,0.900
naca671215-il,NACA 67,14.99,1.10,YES,0.48,0.950
naca747a315-il,NACA 747A315,14.98,2.53,no,0.30,0.900
naca747a415-il,NACA 747A415,14.98,3.04,YES,0.38,0.900
n8h12-il,NACA 8-H-12 AIRFOIL,11.98,3.54,no,0.00,0.000
nacacyh-il,NACA CYH,11.70,5.85,no,0.00,0.200
m10-il,NACA M10 AIRFOIL,6.19,1.91,no,0.11,0.300
m11-il,NACA M11 AIRFOIL,8.15,1.88,no,0.00,0.000
nacam12-il,NACA M12,11.93,1.98,no,0.00,0.000
m12-il,NACA M12 AIRFOIL,11.93,2.05,no,0.00,0.000
m13-il,NACA M13 AIRFOIL,6.21,3.91,YES,1.43,0.300
m14-il,NACA M14 AIRFOIL,8.06,3.97,YES,0.92,0.300
m15-il,NACA M15 AIRFOIL,12.00,3.83,no,0.17,0.300
m16-il,NACA M16 AIRFOIL,6.15,4.11,YES,1.87,0.300
m17-il,NACA M17 AIRFOIL,8.08,4.11,YES,1.29,0.300
nacam18-il,NACA M18,11.96,6.44,YES,0.45,0.300
m18-il,NACA M18 AIRFOIL,12.02,4.18,YES,0.45,0.300
m19-il,NACA M19 AIRFOIL,6.17,6.03,YES,3.60,0.300
nacam2-il,NACA M2,8.06,0.00,no,0.00,0.000
m2-il,NACA M2 AIRFOIL,8.00,0.00,no,0.08,0.950
m20-il,NACA M20 AIRFOIL,8.15,6.13,YES,2.90,0.300
m21-il,NACA M21 AIRFOIL,11.95,6.04,YES,1.86,0.300
m22-il,NACA M22 AIRFOIL,6.25,6.30,YES,3.97,0.300
m23-il,NACA M23 AIRFOIL,8.14,6.38,YES,3.32,0.300
m24-il,NACA M24 AIRFOIL,11.95,6.34,YES,2.11,0.300
m25-il,NACA M25 AIRFOIL,6.27,8.23,YES,5.72,0.300
m26-il,NACA M26 AIRFOIL,8.30,8.25,YES,5.02,0.300
m27-il,NACA M27 AIRFOIL,11.95,8.37,YES,3.70,0.300
nacam3-il,NACA M3,11.90,0.00,no,0.00,0.000
m3-il,NACA M3 AIRFOIL,11.90,0.00,no,0.00,0.000
m4-il,NACA M4 AIRFOIL,6.28,2.21,YES,0.38,0.300
m5-il,NACA M5 AIRFOIL,8.21,2.07,no,0.12,0.300
nacam6-il,NACA M6,12.01,2.21,no,0.00,0.000
m6-il,NACA M6 AIRFOIL,12.01,2.21,no,0.00,0.000
m7-il,NACA M7 AIRFOIL,6.19,5.00,YES,2.31,0.300
m8-il,NACA M8 AIRFOIL,11.72,8.04,YES,5.30,0.400
m9-il,NACA M9 AIRFOIL,10.40,7.18,YES,4.68,0.400
n0009sm-il,NACA-0009 9.0% smoothed,9.02,0.00,no,0.00,0.000
m1-il,NACA-M1 AIRFOIL,6.16,0.00,no,0.00,0.000
n0011sc-il,NACA/LANGLEY SYMMETRICAL,10.96,0.00,no,0.00,0.000
naca0012h-sa,NACA0012H for VAWT from Sandia report SAND80-2114,12.20,0.00,no,0.02,0.299
n6409-il,NACA6409 9%,9.03,6.00,YES,2.50,0.499
nlf1015-il,NASA  NLF1015,14.99,4.73,YES,1.80,0.859
lrn1015-il,NASA LRN 1015 (NASA TM 102840),15.19,4.89,YES,0.65,0.874
rc410-il,NASA RC(4)-10 AIRFOIL,9.98,2.13,no,0.22,0.205
rc510-il,NASA RC(5)-10 AIRFOIL,9.96,2.21,no,0.07,0.204
sc20010-il,NASA SC(2)-0010 AIRFOIL,10.00,0.00,no,0.00,0.690
sc20012-il,NASA SC(2)-0012 AIRFOIL,12.00,0.00,no,0.00,0.690
sc20402-il,NASA SC(2)-0402 AIRFOIL,2.00,0.46,YES,0.51,0.860
