slug,name,re,cl_0,cl_alpha_2d,cl_max,alpha_stall,cd_0,cm_ac,cd_min,alpha_minD_deg,k_drag,thickness_pct,camber_pct
goe54-il,GOE 54 AIRFOIL,1000000,0.2226,6.529,1.7290,14.75,0.01467,-0.0185,0.008750,6.0000,0.000250,13.90,5.60
goe546-il,GOE 546 AIRFOIL,1000000,0.4301,5.613,1.5188,16.00,0.00563,-0.0949,0.005040,0.7500,0.000168,10.40,3.58
goe547-il,GOE 547 AIRFOIL,1000000,0.4940,5.422,1.4006,15.25,0.00602,-0.1152,0.005300,1.5000,0.000195,10.50,4.01
goe548-il,GOE 548 AIRFOIL,1000000,0.2979,5.517,1.1780,13.00,0.00524,-0.0657,0.005170,1.2500,0.000231,11.90,2.30
goe549-il,GOE 549 AIRFOIL,1000000,0.4973,6.186,1.4786,15.00,0.00838,-0.0935,0.006500,2.0000,0.000155,13.85,4.68
goe55-il,GOE 55 AIRFOIL,1000000,0.1659,6.479,1.5602,14.00,0.00927,-0.0249,0.006760,1.7500,0.000219,6.16,2.04
goe550-il,GOE 550 AIRFOIL,1000000,0.4906,5.958,1.5436,15.75,0.00747,-0.1153,0.007340,-3.0000,0.000048,12.95,4.27
goe553-il,GOE 553 AIRFOIL,1000000,0.5369,6.230,1.6527,14.50,0.00730,-0.1017,0.007270,0.2500,0.000075,13.70,4.67
goe559-il,GOE 559 AIRFOIL,1000000,0.3424,5.309,1.0483,8.75,0.00882,-0.0606,0.006210,0.7500,0.000749,11.15,3.43
goe561-il,GOE 561 AIRFOIL,1000000,0.5219,4.858,1.5910,18.25,0.02208,-0.0352,0.017740,2.0000,0.000407,24.95,10.24
goe562-il,GOE 562 AIRFOIL,1000000,0.5465,6.935,1.4803,9.75,0.00992,-0.0743,0.008690,2.5000,0.000212,14.10,6.25
goe563-il,GOE 563 AIRFOIL,1000000,0.2811,5.931,1.3903,14.50,0.00484,-0.0586,0.004290,0.5000,0.000148,8.89,2.24
goe564-il,GOE 564 AIRFOIL,1000000,0.3325,5.798,1.3755,12.75,0.00514,-0.0713,0.004390,0.5000,0.000154,8.20,2.67
goe565-il,GOE 565 AIRFOIL,1000000,0.3355,5.822,1.4442,14.25,0.00548,-0.0746,0.004590,1.2500,0.000180,8.40,2.79
goe566-il,GOE 566 AIRFOIL,1000000,0.2817,6.028,1.4009,14.75,0.00537,-0.0494,0.004690,0.7500,0.000148,8.65,2.55
goe567-il,GOE 567 AIRFOIL,1000000,0.6243,5.857,1.6066,15.25,0.00741,-0.1439,0.007360,-1.0000,0.000109,14.77,5.26
goe57-il,GOE 57 AIRFOIL,1000000,0.5426,5.966,1.5267,12.75,0.00837,-0.1117,0.008370,0.0000,0.000170,6.29,5.12
goe570-il,GOE 570 AIRFOIL,1000000,0.2369,4.577,1.3739,17.25,0.02223,-0.0299,0.018650,-4.0000,0.000191,33.70,9.68
goe571-il,GOE 571 AIRFOIL,1000000,0.5269,5.714,1.6195,14.75,0.01837,-0.0469,0.016460,1.2500,0.000237,24.95,9.83
goe572-il,GOE 572 AIRFOIL,1000000,0.6279,6.899,1.5840,10.75,0.01110,-0.0633,0.010440,1.7500,0.000181,18.60,8.32
goe573-il,GOE 573 AIRFOIL,1000000,0.5702,6.976,1.5162,9.25,0.01016,-0.0806,0.008230,2.2500,0.000198,14.10,6.48
goe574-il,GOE 574 AIRFOIL,1000000,0.4815,6.003,1.2759,13.50,0.00876,-0.0832,0.007030,1.7500,0.000272,10.25,4.92
goe575-il,GOE 575 AIRFOIL,1000000,0.2824,7.790,1.5763,17.00,0.00915,-0.0373,0.008930,-1.7500,0.000063,13.35,3.61
goe584-il,GOE 584 AIRFOIL,1000000,0.4813,6.257,1.5165,16.50,0.00812,-0.0874,0.006120,1.7500,0.000133,12.70,4.95
goe585-il,GOE 585 AIRFOIL,1000000,0.3666,5.961,1.4734,14.25,0.00649,-0.0700,0.005080,1.0000,0.000144,8.20,3.36
goe587-il,GOE 587 AIRFOIL,1000000,0.2198,5.995,0.9183,7.25,0.00663,-0.0351,0.004790,0.5000,0.000328,5.80,2.96
goe590-il,GOE 590 AIRFOIL,1000000,0.2628,6.028,1.0772,9.75,0.00796,-0.0348,0.005660,2.0000,0.000727,5.70,4.01
goe591-il,GOE 591 AIRFOIL,1000000,0.5259,5.960,1.4532,13.75,0.00742,-0.0992,0.006060,1.2500,0.000162,11.20,5.05
goe592-il,GOE 592 AIRFOIL,1000000,0.7561,5.380,1.6539,18.00,0.00877,-0.1502,0.007680,3.0000,0.000192,14.27,7.49
goe593-il,GOE 593 AIRFOIL,1000000,0.4583,5.911,1.5335,16.00,0.00574,-0.0818,0.005430,0.5000,0.000114,11.90,4.05
goe595-il,GOE 595 AIRFOIL,1000000,0.3628,5.754,1.3182,14.00,0.00472,-0.0692,0.004530,0.2500,0.000152,9.55,3.02
goe596-il,GOE 596 AIRFOIL,1000000,0.4093,6.002,1.5016,16.25,0.00812,-0.0750,0.005810,1.5000,0.000162,9.75,4.03
goe598-il,GOE 598 AIRFOIL,1000000,0.1157,6.188,0.8197,6.75,0.00475,-0.0294,0.004160,0.7500,0.000414,6.54,0.97
goe599-il,GOE 599 AIRFOIL,1000000,0.2131,6.030,1.3652,13.75,0.00509,-0.0537,0.004950,0.7500,0.000160,9.96,1.53
goe600-il,GOE 600 AIRFOIL,1000000,0.2155,6.390,1.4504,15.75,0.00620,-0.0469,0.005700,2.5000,0.000180,13.05,1.89
goe601-il,GOE 601 AIRFOIL,1000000,0.2862,5.634,1.3021,16.25,0.00658,-0.0670,0.006560,1.0000,0.000147,16.00,2.46
goe602-il,GOE 602 AIRFOIL,1000000,0.4238,5.592,1.3258,13.50,0.00515,-0.0896,0.004910,0.5000,0.000187,9.95,3.48
goe602m-il,GOE 602 MOD. AIRFOIL,1000000,0.4593,5.603,1.3587,13.00,0.00587,-0.1034,0.005430,1.5000,0.000247,9.60,3.80
goe604-il,GOE 604 AIRFOIL,1000000,0.4890,6.401,1.6006,15.25,0.00871,-0.0698,0.007890,2.0000,0.000096,17.84,5.36
goe610b-il,GOE 610 B AIRFOIL,1000000,0.4857,5.923,1.4661,14.50,0.00913,-0.0922,0.006840,3.7500,0.000239,7.80,5.30
goe610bm-il,GOE 610-B MOD. AIRFOIL,1000000,0.5233,6.336,1.5422,13.25,0.00907,-0.1097,0.007030,2.7500,0.000350,7.70,5.68
goe611-il,GOE 611 AIRFOIL,1000000,0.6142,5.878,1.5237,13.50,0.00925,-0.1106,0.007340,2.2500,0.000267,12.90,5.81
goe612-il,GOE 612 AIRFOIL,1000000,0.5237,5.763,1.7060,17.00,0.00751,-0.1048,0.007250,2.7500,0.000147,15.01,5.02
goe613-il,GOE 613 AIRFOIL,1000000,0.4682,5.662,1.3726,13.25,0.00772,-0.0876,0.006230,1.5000,0.000187,10.30,4.09
goe614-il,GOE 614 AIRFOIL,1000000,0.5905,5.430,1.5235,15.50,0.00930,-0.1155,0.009170,-1.2500,0.000085,18.77,6.18
goe615-il,GOE 615 AIRFOIL,1000000,0.5797,5.754,1.6064,16.50,0.00872,-0.1042,0.007030,1.7500,0.000180,13.66,5.60
goe617-il,GOE 617 AIRFOIL,1000000,0.2050,6.325,1.3930,16.25,0.00574,-0.0221,0.005630,0.2500,0.000101,13.85,2.17
goe619-il,GOE 619 AIRFOIL,1000000,0.5037,5.703,1.5125,14.50,0.00746,-0.1073,0.007450,-0.7500,0.000086,13.75,4.55
goe620-il,GOE 620 AIRFOIL,1000000,0.6067,5.310,1.6318,18.25,0.00795,-0.1264,0.007910,-0.7500,0.000101,17.50,5.90
goe621-il,GOE 621 AIRFOIL,1000000,0.5230,5.743,1.6970,17.00,0.00750,-0.1046,0.007310,2.7500,0.000145,15.01,5.02
goe622-il,GOE 622 AIRFOIL,1000000,0.2537,6.068,1.2854,11.50,0.00443,-0.0514,0.004430,0.0000,0.000211,8.00,2.46
goe623-il,GOE 623 AIRFOIL,1000000,0.3929,6.267,1.5537,14.75,0.00702,-0.0767,0.005860,1.0000,0.000132,12.00,3.90
goe624-il,GOE 624 AIRFOIL,1000000,0.5146,6.400,1.7576,15.00,0.00814,-0.0951,0.007130,1.5000,0.000097,16.00,5.30
goe625-il,GOE 625 AIRFOIL,1000000,0.6063,5.827,1.8024,16.50,0.01090,-0.1157,0.010080,3.2500,0.000127,20.00,6.22
goe626-il,GOE 626 AIRFOIL,1000000,0.6025,5.794,1.6095,14.75,0.00884,-0.1391,0.007960,-3.7500,0.000053,16.50,5.07
goe627-il,GOE 627 AIRFOIL,1000000,0.3765,5.934,1.6098,17.00,0.00690,-0.0396,0.006870,0.2500,0.000089,15.75,4.07
goe628-il,GOE 628 AIRFOIL,1000000,0.5721,5.743,1.8097,16.50,0.00843,-0.1078,0.008200,-1.5000,0.000053,16.68,5.62
goe629-il,GOE 629 AIRFOIL,1000000,0.3245,6.128,1.4162,16.25,0.00715,-0.0709,0.006120,2.2500,0.000159,13.63,2.77
goe63-il,GOE 63 AIRFOIL,1000000,0.6468,6.722,1.8677,12.25,0.01600,-0.1217,0.009470,4.7500,0.000369,8.26,6.69
goe630-il,GOE 630 AIRFOIL,1000000,0.7468,5.682,1.7758,12.25,0.00924,-0.1398,0.008460,3.0000,0.000131,12.56,7.66
goe632-il,GOE 632 AIRFOIL,1000000,0.3334,6.448,1.3901,13.50,0.00850,-0.0433,0.006250,1.2500,0.000144,14.00,3.92
goe633-il,GOE 633 AIRFOIL,1000000,0.2891,6.796,1.5519,15.75,0.00810,-0.0348,0.006840,3.0000,0.000133,13.76,3.95
goe645-il,GOE 645 AIRFOIL,1000000,0.4852,6.128,1.6566,16.75,0.00859,-0.0878,0.008320,-2.5000,0.000049,15.44,4.82
goe646-il,GOE 646 AIRFOIL,1000000,0.5010,5.332,1.5780,14.25,0.00829,-0.1158,0.008000,-4.0000,0.000040,18.34,4.48
goe647-il,GOE 647 AIRFOIL,1000000,0.5318,5.987,1.8248,16.50,0.00881,-0.0882,0.008500,-1.7500,0.000049,16.24,5.34
goe648-il,GOE 648 AIRFOIL,1000000,0.4372,5.965,1.6920,15.50,0.00769,-0.0730,0.007520,-0.5000,0.000062,15.17,3.92
goe650-il,GOE 650 AIRFOIL,1000000,0.5130,5.541,1.6189,16.50,0.00682,-0.1226,0.006800,0.2500,0.000096,13.39,4.41
goe652-il,GOE 652 AIRFOIL,1000000,1.1209,5.704,2.1818,18.50,0.00915,-0.2670,0.008750,-2.2500,0.000097,17.05,9.25
goe654-il,GOE 654 AIRFOIL,1000000,0.5337,6.099,1.5376,11.25,0.00918,-0.0896,0.007030,1.7500,0.000120,14.50,5.20
goe655-il,GOE 655 AIRFOIL,1000000,0.4651,6.119,1.5632,12.75,0.00771,-0.0801,0.007130,1.2500,0.000096,13.90,4.39
goe670-il,GOE 670 AIRFOIL,1000000,0.3873,5.800,1.3945,15.00,0.00689,-0.0800,0.005190,1.2500,0.000165,9.00,3.39
goe673-il,GOE 673 AIRFOIL,1000000,0.3476,5.921,1.2799,11.25,0.00515,-0.0820,0.005070,1.0000,0.000305,10.78,2.76
goe675-il,GOE 675 AIRFOIL,1000000,0.6681,5.743,1.6452,15.00,0.00813,-0.1421,0.008060,2.5000,0.000171,14.92,5.87
goe676-il,GOE 676 (= M 12) AIRFOIL,1000000,0.1521,6.496,1.4123,15.50,0.00535,-0.0221,0.005350,0.0000,0.000106,11.90,2.04
goe677-il,GOE 677 (= M 6) AIRFOIL,1000000,0.1087,6.585,1.3445,14.50,0.00670,-0.0082,0.005540,0.5000,0.000117,11.95,2.29
goe679-il,GOE 679 AIRFOIL,1000000,0.4029,5.864,1.6808,18.50,0.00916,-0.0712,0.008590,-2.7500,0.000047,18.29,4.53
goe681-il,GOE 681 AIRFOIL,1000000,0.4394,5.813,1.6501,15.50,0.00847,-0.0806,0.008180,2.7500,0.000121,16.84,4.35
goe682-il,GOE 682 AIRFOIL,1000000,0.4683,5.997,1.5078,14.75,0.00709,-0.0947,0.005660,1.2500,0.000143,10.65,4.32
goe683-il,GOE 683 AIRFOIL,1000000,0.2831,6.494,1.4782,12.00,0.00828,-0.0270,0.007560,1.0000,0.000094,19.90,2.95
goe685-il,GOE 685 AIRFOIL,1000000,0.4479,6.008,1.5272,15.50,0.00773,-0.1008,0.007390,-2.0000,0.000066,13.06,4.20
goe692-il,GOE 692 AIRFOIL,1000000,0.5635,6.000,1.7126,16.75,0.00817,-0.1229,0.006840,1.7500,0.000148,16.10,5.10
goe693-il,GOE 693 AIRFOIL,1000000,0.3798,6.246,1.5338,15.75,0.00711,-0.0837,0.005610,1.2500,0.000150,12.00,3.71
goe701-il,GOE 701 AIRFOIL,1000000,0.5082,5.757,1.5237,16.25,0.00766,-0.1024,0.006700,2.5000,0.000155,12.47,4.87
goe702-il,GOE 702 AIRFOIL,1000000,0.4191,6.615,1.7558,15.50,0.00908,-0.0617,0.008630,4.0000,0.000072,16.64,5.11
goe703-il,GOE 703 AIRFOIL,1000000,0.1406,4.598,1.3226,15.00,0.00671,0.0069,0.006690,-0.2500,0.000086,19.40,2.30
goe704-il,GOE 704 AIRFOIL,1000000,0.1123,6.570,1.3560,14.75,0.00708,-0.0087,0.005480,0.5000,0.000119,12.95,2.14
goe711-il,GOE 711 AIRFOIL,1000000,0.6593,5.886,1.6110,14.00,0.01064,-0.1316,0.009050,2.2500,0.000213,14.85,6.52
goe723-il,GOE 723 AIRFOIL,1000000,0.4860,6.058,1.6006,16.00,0.00796,-0.1038,0.006360,2.7500,0.000204,11.56,4.49
goe735-il,GOE 735 AIRFOIL,1000000,0.2514,6.791,1.5855,16.00,0.00931,-0.0089,0.007860,2.0000,0.000106,20.10,4.38
goe738-il,GOE 738 AIRFOIL,1000000,0.0859,6.946,1.3906,16.75,0.00669,0.0065,0.006260,2.2500,0.000121,15.44,2.12
goe741-il,GOE 741 AIRFOIL,1000000,0.2318,6.941,1.5613,11.75,0.00920,-0.0029,0.006970,2.7500,0.000110,15.33,4.82
goe744-il,GOE 744 AIRFOIL,1000000,0.3755,7.055,1.6805,17.50,0.01105,-0.0120,0.008480,4.7500,0.000237,14.48,7.02
goe746-il,GOE 746 AIRFOIL,1000000,0.2291,6.775,1.2836,11.50,0.01184,-0.0004,0.006540,3.7500,0.000405,9.75,5.04
goe758-il,GOE 758 AIRFOIL,1000000,0.4917,6.224,1.4422,14.25,0.00865,-0.0919,0.006480,2.0000,0.000164,13.85,4.68
goe765-il,Gottingen 765 airfoil (recovered). Thick: .144 LE radius: 0.02062 LE slope: 0.17300,1000000,0.0319,6.660,1.3477,12.25,0.00567,0.0382,0.005590,-0.5000,0.000085,14.40,1.90
goe766-il,GOE 766 AIRFOIL,1000000,0.0696,6.765,1.4512,16.00,0.00634,0.0082,0.006170,1.2500,0.000101,12.01,1.48
goe767-il,GOE 767 AIRFOIL,1000000,0.0770,6.684,1.5337,15.25,0.00776,0.0039,0.006800,2.0000,0.000094,12.00,1.50
goe769-il,GOE 769 AIRFOIL,1000000,0.4319,6.359,1.7987,17.00,0.00925,-0.0598,0.007830,2.5000,0.000107,13.82,4.79
goe770-il,GOE 770 AIRFOIL,1000000,0.3287,6.575,1.6753,14.50,0.00826,-0.0388,0.008160,-2.0000,0.000034,20.99,4.04
goe775-il,GOE 775 AIRFOIL,1000000,-0.0143,6.017,1.3852,17.75,0.00790,-0.0004,0.007900,0.0000,0.000058,21.00,0.22
goe776-il,GOE 776 AIRFOIL,1000000,-0.0160,5.653,1.3154,18.00,0.00898,-0.0006,0.008970,0.5000,0.000059,25.00,0.26
goe777-il,GOE 777 AIRFOIL,1000000,0.4966,6.432,1.7466,17.75,0.00864,-0.0578,0.008610,0.5000,0.000098,22.00,5.96
goe780-il,GOE 780 AIRFOIL,1000000,0.0476,5.107,0.7955,9.25,0.00542,0.0035,0.005240,-1.2500,0.000454,12.00,1.00
goe79-il,GOE 79 (PFALZ 11) AIRFOIL,1000000,0.5457,6.570,1.8670,15.00,0.01723,-0.0987,0.010480,6.2500,0.000289,6.17,5.99
goe795-il,GOE 795 AIRFOIL,1000000,0.2994,6.009,1.2142,11.25,0.00522,-0.0578,0.004720,0.2500,0.000193,8.01,2.45
goe795sm-il,GOE 795 smoothed,1000000,0.3078,6.045,1.2856,12.25,0.00422,-0.0688,0.004220,0.0000,0.000162,8.03,2.44
goe796-il,GOE 796 AIRFOIL,1000000,0.3886,6.231,1.5859,16.25,0.00732,-0.0845,0.005630,1.2500,0.000137,12.00,3.69
goe797-il,GOE 797 AIRFOIL,1000000,0.5317,6.118,1.7184,16.50,0.00848,-0.1190,0.006810,2.2500,0.000144,16.00,5.02
goe798-il,GOE 798 AIRFOIL,1000000,0.6259,5.400,1.7268,15.50,0.00978,-0.1359,0.008430,3.2500,0.000219,20.00,6.17
goe801-il,GOE 801 (MVA 301) AIRFOIL,1000000,0.6018,6.361,1.7133,14.50,0.01228,-0.0984,0.007840,3.7500,0.000270,9.80,6.18
goe802-il,GOE 802 AIRFOIL,1000000,0.6018,6.361,1.7133,14.50,0.01228,-0.0984,0.007840,3.7500,0.000270,9.80,6.18
goe802a-il,GOE 802 A AIRFOIL,1000000,0.4509,6.245,1.6299,14.00,0.00981,-0.0743,0.009070,1.2500,0.000137,9.80,6.18
goe802b-il,GOE 802 B AIRFOIL,1000000,0.5192,6.238,1.6663,14.50,0.01145,-0.0901,0.009130,1.2500,0.000150,9.80,6.18
goe803h-il,GOE 803 (HACKLINGER) AIRFOIL,1000000,0.7067,6.746,1.9445,14.75,0.00854,-0.1609,0.005880,-1.2500,0.000102,6.30,6.67
goe804-il,GOE 804 (EA 8) AIRFOIL,1000000,0.8291,5.316,1.7161,12.50,0.00592,-0.2114,0.004820,1.0000,0.000299,6.00,6.25
goe81-il,GOE 81 AIRFOIL,1000000,0.6354,6.186,1.7044,13.00,0.01296,-0.1232,0.008660,4.7500,0.000328,7.43,6.30
goe92-il,GOE 92 AIRFOIL,1000000,0.4938,6.101,1.4529,10.75,0.01251,-0.0807,0.008180,3.7500,0.000405,8.77,5.55
griffith30symsuction-il,Griffith 30% Suction Airfoil,1000000,0.0107,4.924,0.9390,19.25,0.03654,-0.0086,0.034510,6.0000,0.000074,30.57,0.00
gs1-il,SIKORSKY GS-1 AIRFOIL,1000000,0.4668,6.122,1.5485,16.50,0.00749,-0.1043,0.006940,3.2500,0.000153,13.90,4.14
gu255118-il,UNIVERSITY OF GLASGOW GU25-5(11)8 AIRFOIL,1000000,0.7058,7.018,1.6783,11.25,0.00920,-0.1244,0.008910,0.7500,0.000073,19.99,7.13
hh02-il,HUGHES HELICOPTERS HH-02 AIRFOIL,1000000,0.0298,6.785,1.4463,14.25,0.00603,0.0150,0.005090,2.2500,0.000174,9.57,2.02
hobie-il,HOBIE,1000000,0.4214,5.946,1.5153,14.50,0.00721,-0.0936,0.006150,2.2500,0.000201,8.49,3.96
hobiesm-il,HOBIESMO1.DAT,1000000,0.4471,5.794,1.3436,10.75,0.00607,-0.0993,0.005020,1.2500,0.000362,8.57,3.98
hor04-il,ONERA HOR04 AIRFOIL,1000000,0.1825,6.386,1.0186,7.75,0.00451,-0.0461,0.003930,0.2500,0.000807,4.05,1.51
hor07-il,ONERA HOR07 AIRFOIL,1000000,0.4439,6.433,1.7077,13.75,0.00794,-0.0937,0.006700,2.0000,0.000198,7.18,4.47
hor12-il,ONERA HOR12 AIRFOIL,1000000,0.4807,6.642,1.8224,15.75,0.00798,-0.1089,0.007930,0.5000,0.000106,11.94,3.85
hor20-il,ONERA HOR20 AIRFOIL,1000000,0.3696,6.881,1.8123,15.75,0.00928,-0.0869,0.009280,0.0000,0.000048,20.38,3.19
hq010-il,HQ 0/10 AIRFOIL,1000000,-0.0006,6.244,1.1503,12.00,0.00511,0.0000,0.005110,-0.7500,0.000114,10.00,0.00
hq07-il,HQ 0/7 AIRFOIL,1000000,-0.0009,6.270,0.7241,14.25,0.00427,0.0000,0.004260,-0.7500,0.000201,7.00,0.00
hq09-il,HQ 0/9 AIRFOIL,1000000,0.0012,6.205,0.8865,8.75,0.00464,0.0000,0.004630,-0.7500,0.000259,8.11,0.00
hq1010-il,HQ 1.0/10 AIRFOIL,1000000,0.1374,6.157,1.2176,11.75,0.00507,-0.0301,0.005060,-0.7500,0.000123,9.96,1.00
hq1012-il,HQ 1.0/12 AIRFOIL,1000000,0.1362,6.188,1.3389,14.75,0.00553,-0.0298,0.005500,-1.0000,0.000082,11.96,1.00
hq108-il,HQ 1.0/8 AIRFOIL,1000000,0.1379,6.012,0.9761,8.75,0.00457,-0.0301,0.004570,-0.5000,0.000345,7.97,1.00
hq109-il,HQ 1.0/9 AIRFOIL,1000000,0.1377,6.116,1.1076,10.50,0.00483,-0.0301,0.004830,-0.2500,0.000237,8.98,1.00
hq1510-il,HQ 1.5/10 AIRFOIL,1000000,0.2052,6.111,1.3044,12.50,0.00509,-0.0451,0.005080,-0.5000,0.000121,9.96,1.50
hq1511-il,HQ 1.5/11 AIRFOIL,1000000,0.2073,6.127,1.3795,15.25,0.00537,-0.0453,0.005330,-1.0000,0.000097,11.00,1.50
hq1512-il,HQ 1.5/12 AIRFOIL,1000000,0.2044,6.134,1.4148,15.25,0.00555,-0.0446,0.005520,-0.5000,0.000090,11.96,1.50
hq158-il,HQ 1.5/8 AIRFOIL,1000000,0.1982,6.026,1.0748,9.00,0.00464,-0.0430,0.004640,0.0000,0.000199,7.96,1.49
hq1585-il,HQ 1.5/8.5 AIRFOIL,1000000,0.1985,6.102,1.2635,11.50,0.00482,-0.0453,0.004810,-0.2500,0.000168,8.56,1.50
hq159-il,HQ 1.5/9 AIRFOIL,1000000,0.2042,6.074,1.2495,11.25,0.00485,-0.0447,0.004840,-0.2500,0.000162,8.97,1.50
hq159b-il,HQ 1.5/9 B AIRFOIL,1000000,0.1997,6.062,1.2863,12.00,0.00490,-0.0442,0.004880,-0.7500,0.000141,8.95,1.50
hq17-il,HORSTMANN AND QUAST HQ-17/14.38 AIRFOIL (MEASURED),1000000,0.5691,5.218,1.3333,16.25,0.00644,-0.1271,0.005910,-1.2500,0.000147,15.22,4.51
hq2010-il,HQ 2.0/10 AIRFOIL,1000000,0.2724,6.062,1.3512,12.75,0.00513,-0.0598,0.005100,-0.5000,0.000121,9.97,2.00
hq2012-il,HQ 2.0/12 AIRFOIL,1000000,0.2705,6.095,1.4419,15.25,0.00557,-0.0589,0.005530,-1.0000,0.000084,11.97,1.99
hq208-il,HQ 2.0/8 AIRFOIL,1000000,0.2719,5.976,1.1688,9.50,0.00462,-0.0601,0.004610,0.2500,0.000226,7.98,1.99
hq209-il,HQ 2.0/9 AIRFOIL,1000000,0.2725,6.020,1.2651,11.50,0.00487,-0.0600,0.004860,-0.2500,0.000173,8.97,1.99
hq2090sm-il,HQ-2.0/9  9.0%   smoothed,1000000,0.2655,6.057,1.3079,11.25,0.00490,-0.0589,0.004900,-0.5000,0.000149,8.97,1.99
hq2195-il,HQ 2.1/9.5 AIRFOIL,1000000,0.2989,6.022,1.4548,14.75,0.00506,-0.0679,0.005040,0.2500,0.000144,9.49,2.10
hq2510-il,HQ 2.5/10 AIRFOIL,1000000,0.3405,5.982,1.2835,10.75,0.00517,-0.0752,0.005160,-0.7500,0.000135,9.96,2.50
hq2511-il,HQ 2.5/11 AIRFOIL,1000000,0.3455,6.022,1.3946,14.00,0.00541,-0.0758,0.005360,-0.7500,0.000121,11.00,2.50
hq2512-il,HQ 2.5/12 AIRFOIL,1000000,0.3413,6.065,1.3869,13.50,0.00561,-0.0745,0.005560,-1.0000,0.000097,11.96,2.50
hq258-il,HQ 2.5/8 AIRFOIL,1000000,0.3377,5.905,1.0741,7.50,0.00465,-0.0754,0.004640,0.2500,0.000245,7.97,2.50
hq259-il,HQ 2.5/9 AIRFOIL,1000000,0.3399,5.931,1.1954,9.00,0.00490,-0.0755,0.004900,0.0000,0.000196,8.97,2.50
hq2590sm-il,HQ 2.5/9.0 smoothed by Eppler,1000000,0.3579,5.978,1.4870,13.00,0.00502,-0.0815,0.005010,0.2500,0.000149,9.03,2.53
hq259b-il,HQ 2.5/9 B AIRFOIL,1000000,0.3580,5.980,1.4875,13.00,0.00502,-0.0816,0.005010,0.2500,0.000149,9.03,2.53
hq300gd2-il,HORSTMANN AND QUAST HQ-300 GD(MOD 2) AIRFOIL,1000000,0.5898,6.766,1.6377,12.00,0.00729,-0.1203,0.006590,-2.0000,0.000083,16.57,3.75
hq3010-il,HQ 3.0/10 AIRFOIL,1000000,0.4071,5.965,1.3927,12.25,0.00521,-0.0897,0.005210,-0.2500,0.000141,9.98,2.99
hq3011-il,HQ 3.0/11 AIRFOIL,1000000,0.4034,5.987,1.4535,13.75,0.00549,-0.0881,0.005490,-0.7500,0.000108,10.98,2.99
hq3012-il,HQ 3.0/12 AIRFOIL,1000000,0.4091,6.013,1.4879,14.75,0.00570,-0.0892,0.005640,-1.2500,0.000087,11.98,2.99
hq3013-il,HQ 3.0/13 AIRFOIL,1000000,0.4102,6.004,1.5079,15.25,0.00590,-0.0894,0.005860,-1.5000,0.000075,12.99,3.00
hq3014-il,HQ 3.0/14 AIRFOIL,1000000,0.4092,5.981,1.4974,15.75,0.00605,-0.0884,0.005990,-1.5000,0.000073,13.99,2.99
hq3015-il,HQ 3.0/15 AIRFOIL,1000000,0.4079,5.944,1.5041,15.25,0.00625,-0.0878,0.006160,-1.2500,0.000073,14.98,2.99
hq308-il,HQ 3.0/8 AIRFOIL,1000000,0.4047,5.856,1.2640,9.25,0.00475,-0.0901,0.004700,2.0000,0.000344,7.98,2.99
hq309-il,HQ 3.0/9 AIRFOIL,1000000,0.4068,5.926,1.3482,11.50,0.00498,-0.0903,0.004980,0.0000,0.000193,8.98,2.99
hq3510-il,HQ 3.5/10 AIRFOIL,1000000,0.4743,5.911,1.4184,13.00,0.00530,-0.1046,0.005280,-0.2500,0.000155,9.96,3.50
hq3512-il,HQ 3.5/12 AIRFOIL,1000000,0.4752,5.955,1.5080,14.25,0.00574,-0.1038,0.005660,-1.0000,0.000097,11.96,3.50
hq3513-il,HQ 3.5/13 AIRFOIL,1000000,0.4748,5.921,1.5278,15.00,0.00596,-0.1031,0.005860,-1.2500,0.000081,13.00,3.50
hq3514-il,HQ 3.5/14 AIRFOIL,1000000,0.4703,5.928,1.5588,16.00,0.00621,-0.1024,0.006190,-0.2500,0.000095,14.00,3.50
hq3518-il,HQ 3.5/18 AIRFOIL,1000000,0.4616,5.575,1.6056,17.50,0.00690,-0.0999,0.006860,-1.2500,0.000083,18.00,3.50
hq358-il,HQ 3.5/8 AIRFOIL,1000000,0.4746,5.738,1.3547,10.25,0.00483,-0.1049,0.004760,1.7500,0.000449,7.97,3.50
hq359-il,HQ 3.5/9 AIRFOIL,1000000,0.4722,5.864,1.3899,11.75,0.00506,-0.1051,0.005060,0.0000,0.000199,8.97,3.50
hs1404-il,HAM-STD HS1-404 AIRFOIL,1000000,0.3902,6.057,1.0057,6.00,0.00550,-0.0888,0.003860,0.2500,0.000430,4.02,3.02
hs1430-il,HAM-STD HS1-430 AIRFOIL,1000000,0.1266,5.074,1.5241,19.00,0.01835,-0.0273,0.017190,-4.0000,0.000088,30.00,2.94
hs1606-il,HAM-STD HS1-606 AIRFOIL,1000000,0.5538,5.980,1.6025,12.75,0.00643,-0.1243,0.004850,1.7500,0.000252,6.01,4.24
hs1620-il,HAM-STD HS1-620 AIRFOIL,1000000,0.5563,5.084,1.8351,19.25,0.00980,-0.1255,0.009280,-3.7500,0.000063,20.02,4.10
hs1708-il,HAM-STD HS1-708 AIRFOIL,1000000,0.6484,5.977,1.7943,15.25,0.00692,-0.1437,0.005390,2.0000,0.000225,7.92,4.87
