slug,name,re,cl_0,cl_alpha_2d,cl_max,alpha_stall,cd_0,cm_ac,cd_min,alpha_minD_deg,k_drag,thickness_pct,camber_pct
s4022-il,S4022,1000000,0.6832,5.642,1.5990,13.25,0.00577,-0.1683,0.005610,-1.2500,0.000124,11.27,4.34
s4053-il,S4053,1000000,0.3532,5.967,1.4256,13.25,0.00463,-0.0679,0.004630,0.0000,0.000126,8.92,3.00
s4061-il,S4061-096-84,1000000,0.4097,6.269,1.5197,14.25,0.00577,-0.0845,0.004880,0.7500,0.000152,9.62,3.90
s4062-il,S4062-095-87,1000000,0.4596,6.119,1.5345,13.75,0.00553,-0.1012,0.004690,0.7500,0.000161,9.55,4.13
s4083-il,S4083 (8%),1000000,0.4202,6.091,1.4524,11.75,0.00621,-0.0857,0.005620,0.5000,0.000151,8.00,3.45
s4094-il,S4094 (root airfoil designed for and used on the E-flite UMX ASK-21 scale RC sailplane),1000000,0.2425,6.687,1.6453,13.50,0.00759,-0.0424,0.007130,0.2500,0.000118,9.90,2.42
s4095-il,S4095 (designed for the E-flite UMX ASK-21 scale RC sailplane),1000000,0.2425,6.712,1.6959,13.75,0.00963,-0.0413,0.009630,0.0000,0.000107,9.70,2.44
s4096-il,S4096 (designed for the E-flite UMX ASK-21 scale RC sailplane),1000000,0.2540,6.817,1.7643,14.25,0.01348,-0.0467,0.013400,-0.5000,0.000080,12.47,2.18
s4110-il,S4110,1000000,0.4020,6.003,1.6091,14.75,0.00501,-0.0909,0.004530,0.7500,0.000143,8.38,3.12
s4158-il,S4158,1000000,0.3692,6.223,1.4765,16.25,0.00507,-0.0683,0.004750,1.5000,0.000179,10.86,3.71
s4180-il,S4180-098-84,1000000,0.4592,6.393,1.7743,15.75,0.00727,-0.0864,0.005730,1.2500,0.000125,9.78,4.36
s4233-il,S4233-136-84,1000000,0.3676,6.316,1.3896,15.00,0.00605,-0.0751,0.006050,0.0000,0.000117,13.64,3.26
s4310-il,S4310,1000000,0.4332,6.238,1.5274,15.00,0.00590,-0.0812,0.005190,0.7500,0.000123,10.86,4.16
s4320-il,S4320,1000000,0.4824,6.299,1.5957,13.00,0.00658,-0.0946,0.005220,1.0000,0.000147,9.41,4.48
s5010-il,S5010,1000000,0.1078,6.580,1.3735,13.25,0.00537,0.0056,0.004960,0.5000,0.000103,9.83,2.20
s5020-il,S5020,1000000,0.1297,6.479,1.3447,12.25,0.00788,0.0027,0.005010,1.0000,0.000145,8.40,2.62
s6061-il,S6061 9%,1000000,0.1838,6.158,1.2482,12.75,0.00458,-0.0352,0.004580,0.0000,0.000181,8.99,1.76
s6062-il,S6062 8%,1000000,0.1693,6.073,1.1360,10.50,0.00422,-0.0325,0.004210,0.2500,0.000287,7.94,1.59
s6063-il,S6063 7.05%,1000000,0.1595,5.998,1.0204,9.50,0.00388,-0.0308,0.003860,0.2500,0.000463,6.96,1.42
s7012-il,S7012 8.75%,1000000,0.2725,6.117,1.3081,11.25,0.00520,-0.0581,0.005030,-1.2500,0.000149,8.75,2.02
s7055-il,S7055 (10.5%) Flat-Bottomed,1000000,0.3678,6.238,1.3960,13.75,0.00518,-0.0638,0.004960,0.2500,0.000125,10.50,3.55
s7075-il,S7075 (9%),1000000,0.4065,5.897,1.6270,15.50,0.00443,-0.0926,0.004430,0.0000,0.000129,9.00,3.03
s801-nr,NREL's S801 Airfoil,1000000,0.5791,5.821,1.6699,17.50,0.00661,-0.1405,0.006110,-1.7500,0.000098,13.49,3.71
s802-nr,NREL's S802 Airfoil,1000000,0.5842,5.807,1.6966,17.00,0.00600,-0.1417,0.005770,-1.0000,0.000109,11.51,3.85
s8025-il,S8025 (8%),1000000,0.0256,6.399,1.3279,13.25,0.00530,0.0009,0.005210,1.0000,0.000132,7.98,0.48
s803-nr,NREL's S803 Airfoil,1000000,0.5831,6.017,1.7200,16.25,0.00623,-0.1401,0.005910,-1.5000,0.000094,11.48,3.68
s8035-il,S8035 for RC aerobatic  14% thick,1000000,0.0024,6.222,1.3266,16.25,0.00621,0.0000,0.006210,-0.2500,0.000072,14.00,0.00
s8036-il,S8036 (16%),1000000,0.1813,6.136,1.4187,18.50,0.00640,-0.0288,0.006380,-0.7500,0.000072,16.00,1.85
s8037-il,S8037 (16%),1000000,0.2428,6.674,1.4297,17.50,0.00630,-0.0316,0.006260,2.5000,0.000130,16.00,2.63
s8038-il,S8038 (13%),1000000,0.1221,6.178,1.4486,17.25,0.00585,-0.0220,0.005730,-1.7500,0.000061,13.00,0.89
s804-nr,NREL's S804 Airfoil,1000000,0.6296,6.446,1.9134,13.25,0.00873,-0.1333,0.008070,-2.5000,0.000035,17.92,4.19
s8052-il,S8052 (11.88%),1000000,0.1688,6.249,1.4817,15.50,0.00541,-0.0292,0.005400,0.2500,0.000097,11.89,1.57
s8055-il,S8055 (12%),1000000,0.2222,6.122,1.5055,16.25,0.00503,-0.0409,0.005020,0.5000,0.000109,12.00,2.05
s805a-nr,NREL's S805A Airfoil,1000000,0.2505,6.105,1.3204,14.25,0.00623,-0.0473,0.005940,-1.2500,0.000082,13.51,2.14
s8064-il,S8064,1000000,0.1332,5.874,1.2089,14.25,0.00525,-0.0328,0.005010,1.7500,0.000176,12.32,1.18
s8065-il,S8065 (11% version of S8064),1000000,0.1345,6.048,1.1814,13.50,0.00486,-0.0318,0.004710,1.2500,0.000175,11.00,1.18
s8066-il,S8066 (10% version of S8065 w/ lower surface aerodynamically similar),1000000,0.1230,6.022,1.1619,11.50,0.00463,-0.0299,0.004580,0.5000,0.000178,9.99,0.94
s806a-nr,NREL's S806A Airfoil (modified line 35),1000000,0.2726,6.253,1.3464,12.25,0.00624,-0.0532,0.005890,3.7500,0.000279,11.49,2.75
s807-nr,NREL's S807 Airfoil,1000000,0.3083,6.515,1.6503,14.75,0.00895,-0.0815,0.007770,-4.0000,0.000033,18.00,1.88
s808-nr,NREL's S808 Airfoil,1000000,0.3620,6.452,1.7109,16.75,0.00881,-0.1031,0.008510,-3.5000,0.000034,20.99,2.35
s809-nr,NREL's S809 Airfoil,1000000,0.1514,6.463,1.2640,18.75,0.00940,-0.0445,0.008630,6.0000,0.000064,20.99,0.98
s810-nr,NREL's S810 Airfoil,1000000,0.1824,5.694,1.1158,15.25,0.00813,-0.0385,0.007290,5.0000,0.000160,17.97,0.91
s811-nr,NREL's S811 Airfoil,1000000,0.1619,6.818,1.3354,12.50,0.01094,-0.0815,0.010940,0.0000,0.000044,26.26,1.99
s812-nr,NREL's S812 Airfoil,1000000,0.2741,6.452,1.2802,17.75,0.00826,-0.0705,0.007920,-3.0000,0.000072,20.99,1.57
s813-nr,NREL's S813 Airfoil,1000000,0.3117,5.913,1.3249,16.00,0.00687,-0.0778,0.006450,-2.7500,0.000082,15.99,2.27
s814-nr,NREL's S814 Airfoil,1000000,0.3809,6.532,1.4947,17.25,0.00999,-0.1382,0.009940,-1.5000,0.000061,24.15,3.09
s815-nr,NREL's S815 Airfoil,1000000,0.2974,6.594,1.4356,18.00,0.01060,-0.1286,0.010560,0.7500,0.000083,26.18,2.91
s816-nr,NREL's S816 Airfoil,1000000,0.3062,6.382,1.3189,18.50,0.00856,-0.0735,0.008380,-3.5000,0.000073,21.01,1.81
s817-nr,NREL's S817 Airfoil,1000000,0.3693,5.432,1.3022,17.00,0.00762,-0.0765,0.006850,-1.7500,0.000114,15.99,2.85
s818-nr,NREL's S818 Airfoil,1000000,0.4259,6.424,1.5284,13.75,0.01018,-0.1325,0.010020,-2.0000,0.000046,24.00,3.27
s819-nr,NREL's S819 Airfoil,1000000,0.2079,6.402,1.3619,15.00,0.00867,-0.0662,0.008620,-2.7500,0.000045,21.08,1.46
s820-nr,NREL's S820 Airfoil,1000000,0.3363,5.725,1.3276,16.25,0.00664,-0.0757,0.006390,-2.5000,0.000079,16.01,2.19
s821-nr,NREL's S821 Airfoil,1000000,0.2853,6.362,1.5224,17.75,0.00972,-0.1371,0.009690,0.5000,0.000093,24.19,2.86
s822-nr,NREL's S822 Airfoil,1000000,0.2791,5.505,1.3699,17.50,0.00594,-0.0762,0.005830,1.0000,0.000144,15.99,1.90
s823-nr,NREL's S823 Airfoil,1000000,0.3352,6.337,1.4676,17.75,0.00866,-0.1305,0.008600,0.5000,0.000107,21.18,2.49
s825-nr,NREL's S825 Airfoil,1000000,0.6208,6.068,1.6603,14.25,0.00818,-0.1642,0.006730,-4.0000,0.000067,17.00,4.02
s826-nr,NREL's S826 Airfoil,1000000,0.6776,5.957,1.6204,13.75,0.00735,-0.1695,0.006260,-3.5000,0.000083,14.04,4.31
s827-nr,NREL's S827 Airfoil,1000000,0.3330,5.421,1.1674,15.75,0.00850,-0.0877,0.007900,5.7500,0.000090,21.01,2.24
s828-nr,NREL's S828 Airfoil,1000000,0.2196,5.214,1.1114,16.00,0.00823,-0.0420,0.006210,-2.7500,0.000083,15.99,2.27
s829-nr,NREL's S829 Airfoil,1000000,0.0326,5.239,1.0162,15.50,0.00716,-0.0033,0.006160,-3.2500,0.000062,16.00,0.80
s830-nr,NREL's S830 Airfoil,1000000,0.6480,5.839,1.5231,18.25,0.00833,-0.1617,0.007350,-3.7500,0.000075,20.96,4.42
s831-nr,NREL's S831 Airfoil,1000000,0.7267,5.942,1.4739,18.00,0.00770,-0.1732,0.007180,-1.7500,0.000127,17.95,5.07
s832-nr,NREL's S832 Airfoil,1000000,0.6059,5.867,1.4203,17.00,0.00652,-0.1242,0.006410,-0.5000,0.000138,14.99,5.36
s833-nr,NREL's S833 Airfoil,1000000,0.3683,5.144,1.4392,17.25,0.00612,-0.1297,0.006100,0.2500,0.000139,18.00,2.52
s834-nr,NREL's S834 Airfoil,1000000,0.2514,5.124,1.2603,15.75,0.00541,-0.0740,0.005360,0.5000,0.000127,14.99,1.63
s835-nr,NREL's S835 Airfoil,1000000,0.3084,5.259,1.4137,18.75,0.00721,-0.1219,0.007170,-0.2500,0.000113,21.05,2.44
s9000-il,S9000 (9%),1000000,0.3331,6.051,1.5152,13.50,0.00483,-0.0726,0.004760,-0.7500,0.000105,9.01,2.37
s9026-il,S9026 (9.5%),1000000,0.0036,6.403,1.3312,14.50,0.00503,0.0000,0.005030,0.0000,0.000110,9.50,0.00
s9027-il,S9027 (8%),1000000,-0.0023,6.476,1.3241,13.75,0.00481,0.0000,0.004800,-0.2500,0.000117,8.00,0.00
s9032-il,S9032 (9%),1000000,0.0001,6.482,1.3738,14.50,0.00513,0.0000,0.005130,0.0000,0.000112,9.00,0.00
s9033-il,S9033 (7.5%),1000000,-0.0034,6.431,1.3582,13.75,0.00500,0.0000,0.004880,-0.7500,0.000108,7.50,0.00
s9037-il,S9037 (9%),1000000,0.3941,6.110,1.5091,14.00,0.00475,-0.0778,0.004610,0.2500,0.000128,9.00,3.49
sa7024-il,SA7024,1000000,0.4213,5.876,1.3564,10.00,0.00497,-0.0930,0.004230,0.2500,0.000225,7.01,3.26
sa7025-il,SA7025,1000000,0.4270,5.959,1.3886,12.00,0.00437,-0.0920,0.004160,0.2500,0.000205,8.00,3.60
sa7026-il,SA7026,1000000,0.4546,5.883,1.3734,12.75,0.00457,-0.0985,0.004320,0.2500,0.000190,9.00,3.84
sa7035-il,SA7035,1000000,0.3051,6.138,1.4418,12.50,0.00476,-0.0617,0.004700,0.5000,0.000138,9.19,2.55
sa7036-il,SA7036,1000000,0.3338,6.128,1.4704,12.50,0.00480,-0.0684,0.004700,0.5000,0.000135,9.20,2.79
sa7038-il,SA7038,1000000,0.3909,6.106,1.5292,13.75,0.00491,-0.0818,0.004700,0.5000,0.000136,9.20,3.24
saratov-il,SARATOV AIRFOIL,1000000,0.8032,5.967,1.6447,16.75,0.01015,-0.1824,0.009930,-1.5000,0.000130,9.20,9.75
sc1012r8-il,SIKORSKY SC1012R8 AIRFOIL,1000000,0.2401,6.397,1.7605,18.00,0.00923,-0.0283,0.007450,1.0000,0.000101,12.00,2.71
sc1094r8-il,SIKORSKY SC1094 R8 AIRFOIL,1000000,0.1873,6.365,1.8426,18.50,0.00823,-0.0222,0.006520,0.7500,0.000102,9.40,2.12
sc1095-il,SIKORSKY SC1095 AIRFOIL,1000000,0.0866,6.350,1.4280,13.75,0.00508,-0.0138,0.005080,0.0000,0.000108,9.50,0.81
sc1095r8-il,SIKORSKY SC1094R8 AIRFOIL,1000000,0.0780,6.298,1.8273,19.25,0.00811,-0.0209,0.006510,1.7500,0.000110,9.34,0.99
sc20010-il,NASA SC(2)-0010 AIRFOIL,1000000,-0.0002,6.350,1.2817,13.75,0.00531,0.0000,0.005310,0.0000,0.000133,10.00,0.00
sc20012-il,NASA SC(2)-0012 AIRFOIL,1000000,-0.0012,6.367,1.3893,15.25,0.00579,0.0000,0.005770,-0.5000,0.000093,12.00,0.00
sc20402-il,NASA SC(2)-0402 AIRFOIL,1000000,0.1317,6.343,0.7190,5.50,0.00624,-0.0320,0.002960,-0.5000,0.001706,2.00,0.46
sc20403-il,NASA SC(2)-0403 AIRFOIL,1000000,0.1347,6.423,0.8179,9.75,0.00346,-0.0357,0.003410,0.2500,0.001519,3.00,0.39
sc20404-il,NASA SC(2)-0404 AIRFOIL,1000000,0.1462,5.711,0.8204,7.50,0.00384,-0.0419,0.003840,0.0000,0.001587,4.01,0.47
sc20406-il,NASA SC(2)-0406 AIRFOIL,1000000,0.1541,6.101,0.8661,7.50,0.00420,-0.0438,0.004120,-0.5000,0.000634,6.02,0.35
sc20410-il,NASA SC(2)-0410 AIRFOIL,1000000,0.2244,6.547,1.4554,12.75,0.00543,-0.0710,0.004950,-1.5000,0.000136,9.97,1.18
sc20412-il,NASA SC(2)-0412 AIRFOIL,1000000,0.2669,6.453,1.6283,15.25,0.00598,-0.0792,0.005250,-2.5000,0.000092,12.00,1.34
sc20414-il,NASA SC(2)-0414 AIRFOIL,1000000,0.2984,6.494,1.6946,16.50,0.00633,-0.0881,0.005640,-2.7500,0.000085,14.00,1.52
sc20503-il,NASA SC(2)-0503 AIRFOIL,1000000,0.1929,6.138,0.6002,4.00,0.00407,-0.0498,0.003690,-0.2500,0.000719,3.01,0.71
sc20518-il,NASA SC(2)-0518 AIRFOIL,1000000,0.4126,6.457,1.7758,17.75,0.00735,-0.1095,0.006480,-3.5000,0.000077,17.98,1.48
sc20606-il,NASA SC(2)-0606 AIRFOIL,1000000,0.3374,6.554,0.9342,6.00,0.00478,-0.0861,0.004360,-0.2500,0.001122,6.00,1.19
sc20610-il,NASA SC(2)-0610 AIRFOIL,1000000,0.4296,6.102,1.5252,12.00,0.00647,-0.1046,0.006470,0.2500,0.000221,9.98,1.02
sc20612-il,NASA SC(2)-0612 AIRFOIL,1000000,0.4509,6.232,1.6581,14.50,0.00624,-0.1118,0.005400,-2.5000,0.000110,12.00,1.13
sc20614-il,NASA SC(2)-0614 AIRFOIL,1000000,0.4719,6.270,1.7421,16.00,0.00659,-0.1175,0.005780,-3.0000,0.000094,13.99,1.25
sc20706-il,NASA SC(2)-0706 AIRFOIL,1000000,0.4300,6.800,0.9700,5.00,0.00731,-0.1051,0.004460,-0.5000,0.001188,6.00,1.57
sc20710-il,NASA SC(2)-0710 AIRFOIL,1000000,0.5150,6.146,1.5602,11.50,0.00711,-0.1223,0.005160,-1.2500,0.000192,9.98,1.44
sc20712-il,NASA SC(2)-0712 AIRFOIL,1000000,0.5420,6.108,1.7122,13.75,0.00696,-0.1270,0.005500,-2.5000,0.000119,11.99,1.47
sc20714-il,NASA SC(2)-0714 AIRFOIL,1000000,0.5709,6.055,1.7747,15.50,0.00773,-0.1385,0.005990,-2.2500,0.000115,13.96,1.49
sc21006-il,NASA SC(2)-1006 AIRFOIL,1000000,0.7480,3.829,1.0768,3.00,0.01108,-0.1374,0.004610,-2.2500,0.001266,6.00,4.62
sc21010-il,NASA SC(2)-1010 AIRFOIL,1000000,0.8211,5.691,1.6542,11.00,0.01046,-0.1465,0.005450,-3.2500,0.000180,10.00,4.50
sc2110-il,SIKORSKY SC2110 AIRFOIL,1000000,0.1270,6.524,1.6561,15.00,0.00514,-0.0105,0.005140,0.0000,0.000092,9.92,1.96
sd2030-il,SD2030-086-88,1000000,0.3065,5.822,1.3747,12.75,0.00421,-0.0680,0.004210,-0.2500,0.000135,8.56,2.25
sd2083-il,SD2083 (9.0%),1000000,0.3159,6.016,1.2842,12.50,0.00432,-0.0594,0.004300,0.2500,0.000179,8.96,2.85
sd5060-il,SD5060 (9.5%),1000000,0.2448,6.299,1.4956,14.25,0.00552,-0.0502,0.004900,1.5000,0.000147,9.46,2.30
sd6060-il,SD6060-104-88,1000000,0.1722,6.242,1.2755,14.00,0.00484,-0.0291,0.004840,0.0000,0.000137,10.37,1.85
sd6080-il,SD6080 (9.2%),1000000,0.3928,6.205,1.4359,14.00,0.00526,-0.0782,0.004780,0.5000,0.000162,9.19,3.74
sd7003-il,SD7003-085-88,1000000,0.1860,6.245,1.4637,13.75,0.00513,-0.0379,0.005130,0.0000,0.000113,8.51,1.46
sd7032-il,SD7032-099-88,1000000,0.4496,6.170,1.6333,14.25,0.00538,-0.0943,0.005300,1.2500,0.000137,9.96,3.66
sd7034-il,SD7034,1000000,0.4072,6.328,1.6397,15.75,0.00605,-0.0789,0.005250,1.0000,0.000121,10.51,3.89
sd7037-il,SD7037-092-88,1000000,0.3714,6.092,1.4796,12.50,0.00487,-0.0773,0.004800,0.7500,0.000149,9.20,3.02
sd7043-il,SD7043 (9.1%),1000000,0.4404,6.139,1.7322,16.25,0.00511,-0.0965,0.004790,1.2500,0.000151,9.13,3.51
sd7062-il,SD7062 (14%),1000000,0.4568,6.281,1.7442,16.25,0.00685,-0.0853,0.006840,0.5000,0.000077,13.97,3.97
sd7080-il,SD7080 (9.2%),1000000,0.3112,6.091,1.4264,13.25,0.00472,-0.0637,0.004720,0.0000,0.000131,9.15,2.48
sd7084-il,SD7084 (9.6%),1000000,0.2633,6.191,1.3090,12.50,0.00463,-0.0449,0.004560,0.2500,0.000140,9.63,2.31
sd7090-il,SD7090 (10%),1000000,0.2391,6.154,1.4966,15.25,0.00513,-0.0462,0.005130,0.0000,0.000097,9.99,1.87
sd8000-il,SD8000-089-88,1000000,0.2234,6.125,1.4441,14.25,0.00468,-0.0500,0.004640,0.2500,0.000131,8.86,1.72
sd8020-il,SD8020-010-88,1000000,0.0062,6.580,1.2067,13.50,0.00490,0.0000,0.004900,-0.2500,0.000115,10.10,0.00
sd8040-il,SD8040 (10%),1000000,0.3153,6.177,1.5949,15.75,0.00512,-0.0626,0.005070,0.5000,0.000113,9.99,2.65
sg6040-il,SG6040,1000000,0.3928,6.024,1.4802,16.75,0.00656,-0.0927,0.006150,-2.7500,0.000060,16.00,2.50
sg6041-il,SG6041,1000000,0.2818,5.846,1.5025,16.25,0.00468,-0.0606,0.004680,0.0000,0.000110,9.99,2.00
sg6042-il,SG6042,1000000,0.5290,5.625,1.6786,17.00,0.00503,-0.1227,0.004990,1.0000,0.000146,10.00,3.75
sg6043-il,SG6043,1000000,0.7624,5.454,1.8311,17.50,0.00580,-0.1816,0.005380,1.5000,0.000185,10.02,5.50
sg6050-il,SG6050,1000000,0.3857,6.525,1.5397,16.25,0.00756,-0.0854,0.006870,3.0000,0.000161,16.01,3.24
sg6051-il,SG6051,1000000,0.3655,6.360,1.5258,15.25,0.00560,-0.0813,0.005290,0.5000,0.000152,12.01,3.22
sm701-il,SM701,1000000,0.5415,5.676,1.7282,17.25,0.00658,-0.1251,0.006280,-2.2500,0.000069,15.99,3.32
sokolov-il,SOKOLOV AIRFOIL,1000000,0.6621,6.198,1.6095,12.75,0.00803,-0.1527,0.007130,3.2500,0.000364,7.10,6.45
sp4621hp-po,SP4621HP,1000000,0.7390,6.610,1.7355,17.50,0.00947,-0.1765,0.008610,-4.0000,0.000077,21.06,4.02
sp4721la-po,SP4721LA,1000000,0.7359,5.874,1.5944,15.50,0.00931,-0.1771,0.007760,-3.5000,0.000100,21.38,4.22
spicasm-il,SPICA  11.73% smoothed,1000000,0.4800,6.230,1.4971,14.75,0.00845,-0.0811,0.006230,1.7500,0.000129,11.72,4.74
ssca07-il,SIKORSKY SSC-A07 AIRFOIL,1000000,0.0534,6.385,1.2889,12.50,0.00407,-0.0019,0.004010,1.0000,0.000232,7.00,0.91
ssca09-il,SIKORSKY SSC-A09  AIRFOIL,1000000,0.0699,6.479,1.4637,15.50,0.00455,-0.0051,0.004520,0.5000,0.000136,9.00,1.17
stcyr171-il,St. CYR 171 (Royer),1000000,0.0574,6.053,1.2127,15.00,0.01097,-0.0131,0.010110,-0.2500,0.000130,11.08,1.50
stcyr172-il,St. CYR 172 (Royer),1000000,0.0092,6.158,1.3136,15.00,0.00754,0.0000,0.006740,-2.5000,0.000054,13.56,0.00
stcyr234-il,St. CYR 234 (Bartel 17-IC),1000000,0.8157,4.203,1.6877,15.75,0.01029,-0.0909,0.008010,-2.7500,0.000150,16.00,8.60
stcyr24-il,St. CYR 24 (Bartel 35-IIIC),1000000,0.7811,4.724,1.7536,15.50,0.00783,-0.1258,0.007390,1.2500,0.000183,12.35,7.40
ste87151-il,EPPLER STE 871-514 AIRFOIL,1000000,0.4415,5.027,1.6150,17.50,0.00918,-0.1097,0.006830,2.7500,0.000241,13.93,2.64
ste87391-il,EPPLER STE 87(-3)-914 AIRFOIL,1000000,0.6883,4.872,1.5634,14.50,0.00631,-0.1792,0.006180,0.5000,0.000199,14.56,4.42
stf86361-il,EPPLER STF 863-615 AIRFOIL,1000000,0.6886,3.989,1.3927,13.25,0.00903,-0.1776,0.007050,2.7500,0.000430,14.65,4.56
strand-il,STRAND AIRFOIL,1000000,0.3073,6.690,1.7525,12.75,0.01612,-0.0425,0.011890,11.7500,0.000041,15.45,4.09
supermarine371i-il,Supermarine 371-I (root),1000000,0.1066,5.748,1.2343,15.75,0.00585,-0.0218,0.005740,3.0000,0.000192,13.00,0.93
supermarine371ii-il,Supermarine 371-II (tip),1000000,0.0889,5.627,0.7989,8.00,0.00495,-0.0194,0.004790,2.0000,0.000978,8.36,0.93
tempest1-il,HAWKER TEMPEST 37.5% SEMISPAN AIRFOIL,1000000,0.0992,5.647,1.2175,15.50,0.00525,-0.0159,0.005250,0.0000,0.000111,14.50,1.04
tempest2-il,HAWKER TEMPEST 61% SEMISPAN AIRFOIL,1000000,0.1004,6.092,1.1529,13.25,0.00471,-0.0157,0.004710,0.0000,0.000137,12.00,0.94
tempest3-il,HAWKER TEMPEST 96.77% SEMISPAN AIRFOIL,1000000,0.1211,6.269,1.0599,10.75,0.00431,-0.0186,0.004300,-0.5000,0.000188,10.00,1.03
th25816-il,TH 25816 HALE AIRFOIL,1000000,0.2874,5.306,1.1532,19.25,0.00905,-0.0797,0.008540,-2.7500,0.000064,25.69,4.01
trainer60-il,TRAINER60,1000000,0.0034,7.015,1.5028,15.00,0.00802,0.0044,0.008010,-0.5000,0.000065,18.31,0.21
tsagi-r-3a-il,TsAGI R-3a (12%),1000000,0.2608,6.501,1.7196,14.25,0.00801,-0.0243,0.006540,1.0000,0.000080,12.09,3.47
tsagi12-il,TSAGI 12% AIRFOIL,1000000,0.1175,6.712,1.1816,12.25,0.00524,0.0059,0.005170,-0.5000,0.000120,11.90,1.99
tsagi8-il,TSAGI 8% AIRFOIL,1000000,0.0854,6.534,0.9702,9.25,0.00457,0.0015,0.004270,-0.7500,0.000274,7.95,1.33
ua2-180-il,UA(2)-180 (University of Alberta/Marsden),1000000,0.6410,6.557,1.6576,12.25,0.01173,-0.0949,0.008810,2.7500,0.000132,18.12,6.99
ua2-180sm-il,UA(2)-180 smoothed,1000000,0.6385,6.663,1.7235,12.50,0.01146,-0.0929,0.009110,2.0000,0.000069,18.17,6.95
ua79sf18-il,UNIVERSITY OF ALBERTA UA 79-SF-187 AIRFOIL,1000000,0.5064,4.221,1.1920,15.50,0.01039,-0.1203,0.007750,4.5000,0.000210,18.77,3.73
ua79sff-il,UNIVERSITY OF ALBERTA UA 79-SF-187 AIRFOIL MAIN ELEMENT,1000000,0.2458,1.540,0.5496,19.25,0.01423,-0.1225,0.007760,7.0000,0.000157,8.68,2.27
ua79sfm-il,UNIVERSITY OF ALBERTA UA 79-SF-187 AIRFOIL MAIN ELEMENT,1000000,0.4585,3.033,0.8444,4.50,0.00443,-0.0871,0.002890,3.5000,0.000138,18.77,3.73
uag8814320-il,UAG 88-143/20,1000000,0.7109,5.640,1.3166,17.50,0.00620,-0.1396,0.006150,0.2500,0.000230,14.31,6.20
ui1720-il,UNIVERSITY OF ILLINOIS UI-1720 AIRFOIL,1000000,0.5056,6.351,2.1981,16.50,0.01124,-0.0858,0.010830,3.0000,0.000129,13.81,4.64
ultimate-il,ULTIMATE,1000000,-0.1196,7.234,1.1832,13.25,0.00557,0.0364,0.005570,-0.2500,0.000133,12.85,0.34
us1000root-il,US1000ROOT,1000000,-0.0070,4.870,0.9836,11.25,0.00812,0.0002,0.008120,0.0000,0.000129,18.57,0.13
usa22-il,USA 22 AIRFOIL,1000000,0.4004,6.188,1.4160,12.50,0.00761,-0.0706,0.006520,2.2500,0.000258,9.11,4.43
usa25-il,USA 25 AIRFOIL,1000000,0.4355,5.905,1.3731,13.00,0.00928,-0.0755,0.007930,4.2500,0.000177,8.28,5.23
usa26-il,USA 26 AIRFOIL,1000000,0.4195,6.172,1.3630,13.50,0.00880,-0.0697,0.007170,2.5000,0.000187,9.83,4.34
usa27-il,USA 27 AIRFOIL,1000000,0.5005,5.951,1.4255,13.25,0.00912,-0.0877,0.008110,3.2500,0.000216,11.07,5.10
usa27m2-il,USA 27 mod. AIRFOIL,1000000,0.4885,5.994,1.4447,14.25,0.00955,-0.0832,0.008610,3.2500,0.000169,13.29,5.10
usa28-il,USA 28 AIRFOIL,1000000,0.3553,5.716,1.3282,15.50,0.00728,-0.0847,0.007140,-1.5000,0.000088,13.17,3.75
usa29-il,USA 29 AIRFOIL,1000000,0.4338,5.198,1.3221,14.00,0.00813,-0.0885,0.008090,0.5000,0.000146,13.20,5.53
usa31-il,USA 31 AIRFOIL,1000000,0.7240,4.382,1.6649,15.75,0.01069,-0.1397,0.010660,1.2500,0.000133,14.85,9.35
usa32-il,USA 32 AIRFOIL,1000000,0.5987,4.482,1.6920,13.25,0.01096,-0.1039,0.010750,2.5000,0.000165,14.72,9.33
usa33-il,USA 33 AIRFOIL,1000000,0.3641,5.583,1.3315,15.25,0.00952,-0.0471,0.009110,1.5000,0.000146,14.20,4.86
usa34-il,USA 34 AIRFOIL,1000000,0.5768,5.860,1.6167,17.00,0.00997,-0.0937,0.009200,-2.7500,0.000069,18.04,7.70
usa35-il,USA 35 AIRFOIL,1000000,0.6928,6.033,1.8301,14.00,0.01014,-0.1293,0.008640,2.5000,0.000147,18.19,6.43
usa35a-il,USA 35 A AIRFOIL,1000000,0.6935,6.036,1.8309,14.00,0.01012,-0.1295,0.008640,2.7500,0.000151,18.19,6.43
usa35b-il,USA-35B AIRFOIL,1000000,0.6135,6.161,1.6627,14.50,0.00608,-0.0876,0.006060,-0.2500,0.000143,11.61,3.19
usa40-il,USA 40 AIRFOIL,1000000,0.5421,6.089,1.5792,12.75,0.00779,-0.1148,0.007650,0.5000,0.000161,13.32,4.19
usa40b-il,USA 40 B AIRFOIL,1000000,0.4911,6.126,1.8724,15.25,0.00890,-0.0936,0.008430,1.0000,0.000068,13.63,4.00
usa41-il,USA 41 AIRFOIL,1000000,0.4620,5.875,1.4394,13.00,0.00722,-0.0945,0.006330,3.0000,0.000279,6.60,4.49
usa45-il,USA 45 AIRFOIL,1000000,0.3460,6.713,1.3588,12.50,0.00762,-0.0368,0.007190,0.7500,0.000110,14.54,4.15
usa45m-il,USA 45 M AIRFOIL,1000000,0.2994,6.468,1.3506,13.00,0.00923,-0.0387,0.006750,1.5000,0.000147,11.63,3.33
